biopolymer_type,pore_size,porosity,printing_method,layer_thickness,material_composition,density,compressive_strength,elastic_modulus,degradation_rate,cell_viability,bone_regeneration_score
Chitosan,420.8152285269361,33.74131940108188,freeze drying,242.33510881330744,0.1564660956098492,1.1090481768223774,36.823074366539565,6512.136359510608,9.190024455289345,70.89382969821305,4.556600095936593
Gelatin,216.9323131782729,55.78235412702637,freeze drying,362.1639180718718,0.5294258793214657,1.0183176081459804,53.32229453528785,10346.42837887096,3.4582261652058346,79.14331657246548,4.226929193515742
Chitosan,312.66368502523517,76.03177771290798,salt leaching,218.58344578744035,0.3098898269937943,0.465536506532464,13.472944927569872,1687.307453034565,7.041903845621019,82.79562160823353,7.669167278251806
PLGA,625.3961398314287,83.48137287198506,salt leaching,310.4740799301543,0.3917795710603152,0.33848666129341376,8.68966701027734,870.7721083638078,6.296297345257775,64.83224932319875,6.820273367065948
Chitosan,82.36993396293208,87.92430239037462,freeze drying,234.69538818020496,0.2857409114209608,0.22944388125257512,4.82658339585895,422.0241202310256,7.72064524071453,75.2355131549258,7.622589794736422
Gelatin,725.8685078682417,32.95401472219476,SLS,148.33711635728062,0.6369616468547801,1.6738237828063096,105.73325594998798,25512.79737698765,3.206705183513167,48.95793100329058,1.2489432195628385
PLA,789.6580583597022,75.38051141128344,salt leaching,237.63372822044212,0.41702709894678675,0.5013812420608698,22.36645234618961,2694.279404634523,21.280923487297446,71.47881918508841,5.4656571176860735
PLA,112.0613150264796,86.98299658517652,SLA,243.0557553904245,0.25152400623347,0.22394593934158832,6.677200661307772,490.2622416475997,16.961667743570572,67.97807640782649,7.376951621914824
PGA,476.81110187431074,34.128268923350085,SLS,62.88765367259698,0.2774134444730165,1.3038714872169976,93.42810566827758,13409.689170073438,2.9839873921212616,55.76294769023957,2.667345273588168
PGA,230.81362424722388,43.327946352924116,FDM,138.00485382912944,0.11931074781282558,0.9766200994319443,45.660475829148744,3835.361197147833,2.4863252474780384,56.51850214432083,3.1326632055458394
Gelatin,673.5286175468759,50.00552058511821,electrospinning,335.7350073245718,0.16931974797741584,0.8272964198871221,22.67673911684961,4167.934298761446,3.178292203385991,62.8172562119557,3.4861176327414345
PLGA,312.94066910494774,68.34464964555114,SLA,187.28541578490632,0.3550346679591438,0.6276030118698348,26.816304595202435,3614.62498477123,6.274020794986115,76.26354354119569,6.513297039263196
Chitosan,160.30511069677846,90.22819563549713,freeze drying,222.24070257783836,0.31687415782404843,0.19099282597544626,3.447469430698387,276.89306198544966,7.5478733449444295,75.80768637500583,6.952108529744288
PLA,154.1203794870576,71.65685841220895,SLS,113.65802953970069,0.3484160831840041,0.5400713974921323,19.984266027607532,2436.6107148542696,17.405927826950933,62.846295244442544,5.596701120309802
PLGA,182.75786320756012,35.76566469420862,SLA,92.22255488521029,0.045237021762316226,0.9133345305341043,33.36572343682706,2608.684790469167,5.489128333994387,57.135646421985136,3.4884414593623463
Gelatin,740.6543003988598,33.97006739056614,SLS,146.9071768515213,0.23196695617958596,1.1671058149421212,39.84849534367629,8796.860271202138,3.2022682298261547,47.58968230979597,1.6659117910547832
PCL,96.75602188343109,39.60304097390473,freeze drying,96.5909250056174,0.2920173837148192,1.045166268129377,60.4067190148569,10757.796770382134,24.0,67.78060790144498,3.1335129501273036
Chitosan,65.05339833329478,50.935145762906586,salt leaching,124.00680244879062,0.11534929455875124,0.7859508949871497,23.745124090498127,3306.698823139573,8.769623930618035,64.39997902351533,4.369568313733791
Gelatin,468.3066994628281,68.12480325294933,SLA,247.56048988292446,0.062209560129805365,0.4660081115215144,4.659238229896551,538.4279965820218,2.8530242593145725,63.61054417721334,7.273925188474419
Chitosan,218.99959828439617,53.748193278813744,electrospinning,220.73343028305828,0.3115911045435302,0.8997291961059026,36.879806812428505,6423.007895356729,8.701929767488265,82.85054663674462,5.782338624237953
PGA,259.98432024521315,80.0170406574759,SLA,115.46531199513318,0.2292038586977989,0.3799380544506443,11.52238710147497,823.8272859700076,2.565851327486194,67.25123755283627,6.674487926019054
PGA,290.4816441196357,68.60240134126342,salt leaching,179.23066852846364,0.7621414790482508,0.8680397384200622,46.86925316001545,7222.966352382165,2.6992694313616,73.44153911235624,4.194516544612211
PLA,404.87465078891915,69.39662226862951,SLS,328.00130748826183,0.07032673543031769,0.420589584764668,12.58088754883788,818.1049994780423,16.797975770604594,70.65342192907903,8.299403982616107
PLGA,154.82928246971713,81.69237527089287,freeze drying,120.56956201671059,0.175779297018787,0.303569806799924,7.40995664948469,589.5441938849619,5.565183931478314,81.16702281437246,7.058059387082104
Gelatin,518.0761581363782,65.08576902445115,SLS,203.56063638591866,0.012400462680750093,0.47913526529821826,2.440232988543074,134.06843739767385,2.634651196654777,59.677860835543996,5.824920817884075
PGA,301.1792109928146,39.05268472312017,SLS,327.9088162446036,0.1477574261189918,1.0783817023698878,55.20025080827913,5415.735978326843,2.5802489903060524,54.93485843800337,3.3036484214264092
Gelatin,477.4172636534874,79.55981457314489,salt leaching,356.8679728666123,0.4238316358627833,0.4318800533449912,10.909938324930113,1418.802577945174,2.7620213122950674,81.65622038526028,5.921826639477981
PLGA,628.9114854486838,30.793199700672893,salt leaching,259.45494542182945,0.413974239928062,1.445933093197968,100.54249034145052,20941.18400973541,7.047077441067773,51.9791191408252,2.6125054648900656
PCL,511.21269736449085,89.2704065747927,electrospinning,98.69066795007166,0.1922799751977658,0.16421871817012698,2.7854333835447185,178.7255977114063,24.0,71.07120547620934,6.65237920202865
PCL,482.2162701251099,69.43647801488564,FDM,198.44573495583512,0.2198248077728683,0.48466066465161345,14.511289838285037,1659.4385830303286,24.0,75.95437304188155,6.368862030776299
PLA,702.4222715465962,63.72447371319469,FDM,256.94640251072525,0.12733867143072533,0.5380447228220976,17.657436255603933,1626.1728163667647,17.231971496097664,56.92907207795534,5.450434962677544
PGA,309.75949577447096,52.5519581232548,electrospinning,308.12543683841193,0.04178072820452439,0.7580701433263265,31.97631288820325,1446.1051026436787,2.521086073859771,66.07272444080574,4.945782301397185
PLA,485.4412627085326,71.09717871476947,freeze drying,54.583059805916776,0.060275574539274804,0.3916697463694277,11.985988112424936,709.286189014266,15.11930532129604,79.77175532349649,8.006483450807066
PLA,347.9885865931984,57.74127884688871,freeze drying,329.9237077259943,0.3449494168170329,0.8024311575470876,44.17640220258849,6554.644331978554,20.53285679532411,79.44323248610723,5.962452703142948
PCL,450.8419184429352,61.27071664519309,SLA,223.95418208743715,0.1365410663575744,0.5494774542655655,19.579958265681018,2039.0329873410726,24.0,71.56461447591752,6.30800358659271
PLA,679.8416445924279,86.35459440074902,salt leaching,192.79457337769566,0.025985095551398038,0.17597545334589382,3.6863745687556415,110.07236676558392,15.4222271365957,57.940456849723226,7.4288334990586
PLGA,653.9862255184288,94.26737082710378,SLA,261.11909076194286,0.040879964886770925,0.08105896011208281,0.8850508393914852,19.696708715665565,5.84056835629805,44.5509311331545,3.3548576371201566
Chitosan,577.9596013538821,89.19056023011976,salt leaching,268.66644486513786,0.41795018702735115,0.2303937858142643,5.6938874871637015,505.53953564439684,7.0129162497941,72.5349233755709,7.0784509855648485
Chitosan,214.63289381071903,93.34557223792655,salt leaching,322.9155711758108,0.32160943773418643,0.13061420716158445,1.8669741052792814,124.10096339855762,7.150733439420534,77.62058806500876,7.2445657492974895
PCL,351.9125326977354,44.17150198711562,freeze drying,275.7689587192653,0.07952210277127437,0.7282502733562831,26.70133927689795,2474.359527663411,24.0,73.24531201878078,5.806470563220648
PLA,100.38154993678256,56.34112572179977,electrospinning,224.1127128929617,0.10918872858420317,0.6324208292502991,24.32096376279557,2294.5663744276007,19.71244640066245,61.81510206666726,5.038980572874151
Chitosan,735.8089594437198,57.220084117984754,SLA,184.0984848873241,0.11496641249919834,0.6849882578277369,16.02524906046323,2081.7139350569873,8.161686208971835,51.75998047272586,4.956339119549887
PGA,589.2844288881842,49.31291151550638,salt leaching,248.241624103914,0.12441869206696163,0.8776764781263058,45.017172681142675,3660.227108866476,2.706232335527413,55.41105312050418,2.8431460102647983
Chitosan,106.35333630185657,77.33226915323422,FDM,223.42196067216946,0.07875169611316551,0.34858787125106255,6.571147132130145,551.6588785949529,7.834195850664252,64.52688602411963,7.622307397513632
PGA,118.68655499497561,89.62538240504578,freeze drying,97.8865208216365,0.24991387096213663,0.2007343748578913,5.572613367464225,300.5943764774349,2.5918199991865616,76.24776173220923,6.817435083726112
Gelatin,785.4326001349912,88.71864782134162,electrospinning,276.3327216910072,0.15845322707022133,0.18447445426352174,2.176221489088924,187.95044499411492,3.097056121674234,60.23444372718958,4.933301718784776
Gelatin,598.2677535937112,42.51893680606598,freeze drying,90.34870743654953,0.11377533623073635,0.8937130443703303,18.48500904566062,3381.1002869963495,3.123107366504303,63.68326117138986,3.5751961201130817
PGA,140.4251643329591,35.001958105898595,salt leaching,293.70107155734894,0.35269310542401194,1.3658446931019443,90.42492809589156,14537.712012419246,3.241045409937429,60.88110214918976,2.2495229789132654
Chitosan,707.4990333968371,57.13789546181299,SLA,211.67999770145565,0.17555366548203422,0.7317499558687931,19.50985342525162,2863.065470343607,6.897112957639811,51.85788292220388,4.0649134278318355
PLGA,485.5679054204958,47.65965311948526,FDM,189.40058439147245,0.15711947284895722,0.8502093957607221,28.770008495869746,3689.6910559902794,6.358882810637392,58.211038551187514,4.755317997952449
PCL,491.83140085317115,48.02226697029028,electrospinning,368.618685720137,0.012554851446739455,0.6082291261605384,18.432617040015582,468.39464536378375,24.0,57.87261080899553,6.333714288168946
Gelatin,727.7929753814528,94.29701913786833,SLS,310.1734880127685,0.0559187107795225,0.08273050171216999,0.3924643526859578,18.498178620535757,2.317929424791922,43.76859786320391,2.1021460264511043
PLA,767.9526972374942,83.70337022660777,FDM,330.26939049545626,0.14747871614529973,0.24798326448673896,6.605501695072641,434.9934329039208,15.902016818893248,57.22322227993059,7.097711884886999
PLA,661.8748437429633,44.58863716938294,SLS,128.33616518791808,0.019973443913906614,0.7082399338805391,32.00223146989059,1786.8853344162098,17.141771965535316,41.04614171209696,3.9597048927220158
PLA,696.595712949088,82.61854485711707,SLA,279.3346932236576,0.5049189672404935,0.3831559676274833,12.34945025320746,1322.519537785626,20.826501320583283,59.2063915688831,5.4743280761162785
PLGA,720.8599482260506,94.44589678442813,freeze drying,71.53095918373226,0.06735938558182432,0.08119657282773017,0.9174452003141393,25.644534048040626,5.410215545701371,61.779710985769555,3.430595427192911
PGA,687.9362968206814,86.37412306238716,salt leaching,297.9270418502622,0.14059507332607277,0.23951076205372326,6.932627657085982,312.8233381403811,2.1115130556137234,62.41256880581887,6.560028533169412
PGA,146.6524006050839,51.782725526844224,SLA,310.2278897020627,0.34308362650584523,1.005713729100227,48.09515078992569,6571.062466125379,2.647209239815663,65.24294199417666,3.4166527953142696
PLA,525.5042773247085,65.0990496815306,SLA,322.94588830290024,0.2404821601518052,0.593079152096205,23.86562510972095,2819.709552548545,19.587179263658015,70.09801653732728,5.322876609441006
PLGA,565.91429172561,34.409408841836175,salt leaching,155.3372484313857,0.43602252704810884,1.3965553745826462,87.52854334416767,17997.680038659422,6.370843208873201,62.76383532067289,3.285501179033306
Chitosan,612.2388738071935,38.45560560849108,salt leaching,315.3921185751579,0.059206641779608125,0.9253886674460422,24.076697838694976,3037.250765756441,7.760631042751998,59.71319489040415,4.0627237765889594
Chitosan,172.71786589375188,81.6626206687454,FDM,292.78877902352104,0.17385048630700992,0.3125126511384221,5.932991151826323,568.0125919716886,8.362280318852978,68.00821820199171,7.797797622381645
Chitosan,528.8944607480641,55.843635867581625,freeze drying,145.97532082203452,0.0871198364271746,0.6855097642114707,15.576887770143355,1885.2211864558344,6.813044180881745,72.0417662882913,5.691723640024773
PLGA,776.1450709360413,42.05915852070287,SLS,354.0181087844638,0.1374419505281385,0.9205466668762099,38.615139138326114,4911.030861529686,5.763721640907454,39.84667397431099,2.541036326606441
PGA,647.4029682321323,61.29895284831576,salt leaching,91.05786613683807,0.3390887269520634,0.8047200601488664,40.30189252639453,4904.958541890379,2.3842593510865333,65.23838235661022,3.0944819380027164
PGA,162.1854820006743,60.19890878132766,freeze drying,288.15981922576384,0.35987287799564427,0.8409946942022254,48.46556967478247,6156.821533983334,2.958910696834659,81.26297361642715,3.598495786047561
PLGA,478.17837638312324,31.1938964011351,FDM,218.82473354305705,0.21911687102313246,1.1948878523393593,52.13087825206887,8783.176696634499,6.96487998729252,61.21696492655946,3.4642683665122016
Chitosan,318.35101319620355,50.9361556442568,salt leaching,392.11323521017505,0.07810811096494678,0.7539587944682471,20.12044225974692,2478.540792939864,9.128960567715216,67.90972214471682,6.810091181770107
PLA,512.4534363968555,69.84137136626438,electrospinning,154.59256021805984,0.272710056302676,0.5310561161312266,22.099601944613216,2546.876597879803,18.687325325584602,73.96359063386805,6.261930704176647
Gelatin,637.8744150641464,61.258749044184015,SLA,64.26393713236547,0.16359900373102446,0.6370914289774876,14.476244731156877,2329.208091641946,2.9277793691255374,60.41100009605857,4.241887115063599
Gelatin,608.2092991962166,86.66913063325288,salt leaching,201.7793668847361,0.237260376489393,0.2368987039790222,3.827960567576431,380.74004749591717,2.3901784835196738,65.48517384473152,5.623257127846616
Gelatin,680.3393047077002,41.32256687758649,FDM,386.2731930204419,0.350991048999656,1.1628599156289579,54.28137115504639,11786.052991781024,3.190766278851537,57.425089354464845,2.0126890985159607
PLA,72.04583431738047,55.70848604018599,salt leaching,262.16604974641007,0.3051581888810987,0.8073688103927676,37.685320239080916,5484.5503812469615,19.012445109379563,67.76393138982111,4.350506157984279
Chitosan,148.67576384544486,76.52862270433576,FDM,368.16138223297435,0.34691072401953627,0.47109255073835465,13.339153841004686,1689.3561510347606,8.466150000704046,75.26960115572045,6.946026779798423
PLA,494.71313857619555,40.62905171802648,salt leaching,186.87853782811624,0.11698695576262724,0.8688612248512173,45.783494232117306,5194.564421288862,17.226800403073955,66.05184772991396,4.296322923109852
PGA,105.1225604975095,41.03426383069015,SLA,231.9208819946062,0.061829901313133415,0.9612384628913567,52.66656452739141,3184.631467578627,2.793928853270352,47.57492793865742,1.9885333984598466
PLA,602.3015112992304,73.14729429541732,SLS,216.12080651243485,0.3585143176843196,0.5168507684926605,18.935458766349328,2268.906988049431,16.92233252881566,58.390958987538546,5.238395018993359
Chitosan,88.77262793114522,71.60019284439939,salt leaching,128.645411940438,0.25354742461122753,0.5236095145441743,15.372859814735465,2008.9120768166372,8.099272986294093,67.43999388385227,5.963431556078284
Chitosan,485.08417227160106,46.524597693337064,FDM,232.6055163226746,0.4485796344781681,1.1684452196484583,53.737464259082344,10732.788154314265,9.56043231161798,70.46438756600243,4.468384423467511
Chitosan,598.1221061531572,40.15064991149131,FDM,132.09645266719002,0.1605943127311976,1.0060915430243973,34.55560131187788,5849.919529137422,7.157333234540808,52.37708154312292,3.741762873697821
PLA,134.83236430742977,81.70817416026621,salt leaching,371.5372289477265,0.040415558269668445,0.2409387805566108,5.232402418790756,210.15198319867218,17.07220005869488,65.49396604047061,8.601403495613003
PLA,636.7891130437051,66.8560569641334,freeze drying,308.4572232379643,0.700861354654108,0.8546646920054405,47.8779057241733,7694.771097214301,23.602499860014923,75.99966663647606,4.532734023560015
PGA,140.15679152795633,65.39179136745523,FDM,52.01553117434255,0.14842470385206083,0.6127203445755348,25.520570894980082,1891.5110224786167,2.48725068704974,62.86412863771179,4.183035551416005
PLGA,104.89694282633273,69.22415856978957,electrospinning,283.8744794942557,0.09700623166244315,0.46643289126609944,12.749686878307347,1003.6846503742911,5.83667143185386,60.372949639765935,5.727036237312529
PLGA,349.1170856726754,67.7112039997766,freeze drying,236.76089135440745,0.08349856032633614,0.48146869685347193,14.780805956348408,1107.7607991023415,5.0224177768614,73.2836504838759,6.003193188484183
Chitosan,765.9950225249806,72.55505029303764,salt leaching,183.02607812802185,0.4582952875893881,0.6043423904769737,23.285788792104036,3342.889834670644,7.854528290646807,70.29998356045604,5.697083790388667
PLGA,485.6990399470983,35.825712045071235,SLS,301.1725250680203,0.2807504893900294,1.1860424843638582,67.34442714856836,11987.59311691187,6.299232079116416,52.27444365361196,3.511472286448491
Chitosan,738.314366878533,57.59428263776352,SLA,80.46363690568053,0.17632621363011974,0.724531735699474,19.200567376491485,2805.8987555865206,8.28491030284485,56.44520299296347,4.997787620802934
PCL,534.9544350671451,41.36027378377952,FDM,176.27038168870993,0.1499836642287239,0.8477646353716468,37.94092623435523,5089.678054470714,24.0,59.32107973807809,4.14543085536512
PGA,162.2779759677183,57.55641283936463,salt leaching,103.54433028999694,0.31392089095458436,0.8652345284454797,40.67005056025384,4989.5104907727655,2.595248267697585,68.70439935879493,3.426986890249049
PGA,242.6628857342861,71.0810065913272,SLA,70.45911493799386,0.1853693806672271,0.5293038726951957,20.95083170206294,1605.6074709443606,2.474628999203703,72.56171188126281,4.961170057975124
PLGA,128.08223703812476,77.08202311336818,electrospinning,252.4354209522432,0.15924747686619842,0.37315919317360524,8.942801517212526,763.3466389077528,5.552958735009885,65.62307654728863,6.365901229227469
PLGA,439.2948431812028,34.39481663349397,freeze drying,330.12477773782655,0.412491208691433,1.368923718148425,82.17127483953958,16647.124783866806,6.931602109121553,66.8145547995662,4.125066067535536
PLGA,322.20820388449397,94.70623189577671,SLA,206.22332291917476,0.5743538266280889,0.12596946961634883,2.453374847329325,153.20851507189937,6.877298241442388,64.38470436253289,7.2285655751434
Gelatin,666.3548329258151,30.080384184361613,FDM,155.29858792363927,0.17116309255320486,1.159332651627578,39.82698535490383,8671.667135673171,2.7680676516575176,52.29178162751498,1.9450821121544812
PLA,553.6688327097779,36.040394384660345,FDM,139.96654325122796,0.23723258090175814,1.082909183819697,55.452345049336735,8822.08184808326,17.84216500144771,51.53234002168713,3.271373474459666
Chitosan,335.6821441332404,52.51091495828523,SLA,133.66936626904297,0.404738894587831,1.0012090868175019,51.76853612402239,9582.87397140038,7.4228312211738645,77.95349120164401,5.436625718011495
PLGA,343.28207229363085,62.574944946830634,freeze drying,189.01257210022385,0.4660788884233441,0.8172145455688512,40.657467796575766,6425.030840535799,6.112863626281197,78.25836576635565,5.8498192595767184
Chitosan,180.1433862398815,75.17182077866,SLS,171.13490428822493,0.1950109558038346,0.4323254309131522,11.88782165683654,1364.44604693338,8.496393945911292,70.010901432283,7.369015897678415
Gelatin,181.12897044530942,62.66679497012376,electrospinning,189.53205972030958,0.22213879107721246,0.6532750224860687,15.117928500933134,2495.99066831049,3.359979963790311,77.68912107097432,5.788941402667982
PLGA,752.3368804127455,86.94683751887277,freeze drying,147.2134183122414,0.22574777656864695,0.22824805281930288,5.116604057773652,379.7630819759826,5.2788562048904,60.544921173881825,6.128867789329485
PCL,514.6233135556907,49.32807813539453,freeze drying,200.61801212812242,0.07594411626747401,0.657350603577651,22.31365485162327,1915.3972364000465,24.0,63.12123897555726,4.828767851476276
PLGA,180.31444674672088,72.62203871650766,salt leaching,346.8055598372905,0.2760191857053768,0.5036435318921436,16.302231298901578,1884.380385895375,6.2578090512181825,76.39489619506413,5.851997741836625
Chitosan,772.8667066117632,46.157716751471234,electrospinning,96.83130769782105,0.46367930119537787,1.1906891302296274,56.56685811498083,11394.631595769966,8.769589842063676,57.599653994805976,3.6658229970684757
Chitosan,199.14220833147192,34.2000841898656,freeze drying,64.92162325046145,0.06365617573140195,0.9944988139105057,25.741697087917785,3437.189761965968,7.54519215103435,62.86633099599268,4.840989038162005
PLGA,407.01359702657487,54.43273853447501,SLA,188.06669749951237,0.4588892884460409,0.98907824388336,55.02880387801647,9557.584932000043,6.618871634442646,70.8644082574445,4.8683817459844905
Chitosan,680.6536845694419,32.497712682551125,FDM,365.61669724739824,0.6080023100245345,1.6632590883108875,113.22754233470135,26513.70238166545,9.237292481423678,49.09892720024376,2.87717019201971
PGA,603.0753265411142,63.294424852823845,freeze drying,288.07972272292363,0.13830461346843548,0.6438354159542373,32.277326516000024,2368.695052254149,2.7135687162718787,63.77852366790187,3.570285511843422
PGA,630.9901483858864,72.98908971957694,salt leaching,114.81844875361378,0.317252053249009,0.5520890485852143,20.069192191394638,1974.5408145251265,2.9911064596747057,63.35596894287841,4.660080208658203
PLA,336.4547297396719,43.36967204271108,FDM,92.48524635579226,0.3537058646452298,1.0847982177721505,54.449259751021,9431.874931189031,23.900583489096086,74.7539544954,4.608358581080092
PCL,414.51162723315497,89.8193167792615,electrospinning,232.26884964197444,0.05965093572304469,0.1287449328498158,1.8564451926332042,61.30197173727924,23.760500851372683,67.151884670418,6.696213427297917
PCL,172.7628510989761,47.79643498841693,FDM,374.91113649700196,0.30838410809796013,0.9205107535870263,42.04454830390369,7085.49161530529,24.0,71.94891377724082,4.117640204782499
Gelatin,596.3680078712099,80.46908402248211,electrospinning,279.656643188375,0.3469647232062555,0.3856450651063658,8.239547618499685,1031.1455183423034,2.536750957789273,64.56685353462005,5.98403223816649
PGA,210.13352473300392,62.88042504186888,SLA,344.24605980392,0.09366540482666463,0.6242539811096487,25.221107538094074,1501.5124171467526,2.542081453609748,67.28286080221203,5.15766868534356
PLA,170.05372621592974,60.001235837286345,freeze drying,53.266066939482656,0.3945674595467061,0.7974249011468236,36.356717621606,5485.890754593479,20.54965416036493,83.95992801720881,5.4429451988160285
PGA,316.53842651430455,80.94646599155082,SLA,243.97927994620582,0.12871475594736603,0.33124910020255693,10.043638478673094,510.2148455637138,2.26085334958765,62.928326396200255,6.853193649399319
PGA,143.53554268354287,55.049432398078515,freeze drying,275.1778129691245,0.3499577148924417,0.9425826106310027,43.574966856863696,5803.9767336713885,2.5359639382940053,67.73724173444107,3.132702744147703
