source_doi,source_title,biopolymer_type,material_composition,pore_size_um,porosity_pct,printing_method,layer_thickness_um,density_g_cm3,compressive_strength_MPa,elastic_modulus_MPa,degradation_rate_pct_per_week,cell_viability_pct,bone_regeneration_score,notes
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (10wt% HA),575.9998312262376,35.60323200453376,SLS,170.46057955800518,1.014,28.91,4451.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA,PLA,337.56817210940255,44.69055264470101,FDM,354.9213083874196,0.686,29.83,1056.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,291.98923369637566,73.10075492993931,SLA,219.8958588629613,0.377,4.16,227.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (15wt% HA),502.0549280865715,43.13046820873917,salt leaching,308.77353292247153,0.868,39.76,4609.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (15wt% HA),332.32161874911833,38.00034633342173,freeze drying,259.3395657566766,0.946,55.55,6514.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),546.0101481705091,78.90039043990103,freeze drying,228.02222705759667,0.359,8.7,858.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (15wt% HA),223.61986875482978,45.551492907901164,freeze drying,291.2984310328469,0.877,32.4,4485.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA,PLGA,217.24678900731766,72.81269175666338,freeze drying,200.75426098639417,0.364,6.35,129.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (30wt% HA),206.97643855299373,39.168315994628884,SLS,224.46036876946545,1.145,57.81,10643.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (15wt% HA),484.89788615733164,53.36860876001647,FDM,383.81861007703014,0.674,27.16,3331.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (15wt% HA),275.87940133591235,30.353765015039585,salt leaching,326.04253751781573,1.122,54.44,7457.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,236.4676558816283,59.29376865301503,salt leaching,245.6925981395501,0.57,9.58,472.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (30wt% HA),333.69507461615507,39.90268387221053,freeze drying,138.28833918434822,1.132,65.35,10362.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (20wt% HA),141.9737310810001,69.77998541016967,salt leaching,228.58383089832844,0.529,13.57,1685.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,268.7502740369353,57.28195950098893,SLS,363.8919958005686,0.654,30.7,687.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,474.51213054142534,58.21841017278281,SLS,115.62568247297665,0.639,23.51,560.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA,PLA,199.68034118126644,86.97670396295933,SLA,106.1140051960997,0.161,3.03,54.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (20wt% HA),332.5169917176104,86.8654213329991,SLS,176.87310896865597,0.213,5.5,323.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA,PLA,154.04937482880328,87.88324638204526,SLS,107.7035276492398,0.15,3.08,52.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (15wt% HA),199.16488854585765,86.48823591247859,electrospinning,277.6293583749557,0.218,4.6,256.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),160.52753253365756,66.02469688901064,FDM,395.1533054544014,0.685,31.01,3243.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,270.6155874306416,60.35764738062468,salt leaching,354.8726880998732,0.607,28.41,484.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (30wt% HA),188.0684805430297,39.1794689456316,electrospinning,256.524024081544,1.145,64.77,9780.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (15wt% HA),512.8672992103777,57.89242629807047,SLS,277.74238571911053,0.7,22.45,3146.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (10wt% HA),221.931719595478,82.89787104016631,freeze drying,239.4125399809695,0.245,5.95,373.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (10wt% HA),206.0599250898695,40.91039142946151,SLS,339.34970704842897,0.899,35.05,3521.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (20wt% HA),574.0312888885155,30.609066866320628,electrospinning,125.68388858740639,1.287,82.26,9734.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (30wt% HA),455.92120323636135,58.565586647049884,FDM,234.45236487597123,0.724,28.84,4111.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (10wt% HA),284.51022533051844,69.83760129580895,SLS,266.0418865030749,0.406,11.74,832.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (10wt% HA),235.45821348809818,72.17129653114614,FDM,175.42110286028245,0.471,16.64,1003.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (30wt% HA),208.19231993930282,41.10899054625972,electrospinning,245.2595761638126,1.134,55.79,10363.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (10wt% HA),516.3141816635339,88.83063782775079,SLS,188.87393897954334,0.176,1.96,131.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,587.1474655513689,46.45867960699604,electrospinning,266.0076900395825,0.75,14.28,974.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA,PLGA,387.03210981316613,82.36318409991208,salt leaching,240.81908347915305,0.236,4.22,59.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (15wt% HA),132.67171755696626,36.84522844349547,freeze drying,247.5239680873204,1.12,56.51,6826.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (20wt% HA),142.59045419811503,86.94753854148188,freeze drying,174.45728656303484,0.202,4.48,336.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,290.1890130732747,76.54161238189303,SLS,372.55131328714117,0.328,4.56,182.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (20wt% HA),404.81545612256514,67.26163926432892,SLA,322.02679164536346,0.607,24.37,2313.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA,PLA,375.9961227888795,44.39191066048154,salt leaching,146.95978463294142,0.69,27.71,1066.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,453.4779149395166,43.88857407336155,salt leaching,310.89626742811515,0.859,38.67,960.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),501.95284014071694,65.38737535231547,FDM,159.34576412693926,0.698,34.02,3575.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,182.96139461036233,34.28459021134885,electrospinning,192.28354378426977,1.005,60.0,1658.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA,PLGA,252.04559527238337,58.12187821656971,SLS,220.7525557488417,0.561,13.53,350.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (20wt% HA),316.0143320803863,32.39164705101678,SLS,196.69647500749,1.097,57.2,8155.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (20wt% HA),599.7862084387257,87.04717666838114,SLS,301.6844752909718,0.227,4.43,350.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (15wt% HA),321.1147022101014,61.137830459256236,freeze drying,183.44697173272624,0.562,20.94,2050.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (15wt% HA),266.654196832546,50.87766337767903,SLA,301.0400528563556,0.75,36.52,3772.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),506.7830173689863,86.71161237379263,salt leaching,265.0289826915349,0.268,7.17,455.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (15wt% HA),512.4636016343504,81.89463504311274,freeze drying,100.34532023443367,0.276,6.69,533.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (10wt% HA),349.2465511910943,67.35803235610268,FDM,232.61228671667843,0.514,11.64,1135.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (15wt% HA),342.3558984749991,82.85079704146833,electrospinning,108.66083273249897,0.304,8.51,500.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (10wt% HA),376.1257045268665,63.0503404201602,FDM,127.96276038445677,0.497,13.12,1263.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (15wt% HA),245.930780130893,85.95918359604627,salt leaching,311.6234889777561,0.203,4.76,300.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (15wt% HA),291.79300662357497,63.07590461282818,freeze drying,376.56044497946857,0.534,15.79,2026.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (10wt% HA),527.2061899861038,76.36050796062031,freeze drying,201.96257293428866,0.338,8.65,631.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (20wt% HA),429.9703765274597,64.79540303300425,salt leaching,359.5781784100728,0.653,27.88,2607.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (20wt% HA),566.4261278576305,52.632603252833164,electrospinning,360.88050497022056,0.829,27.68,4218.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA,PLGA,336.4881251202072,49.09057963402799,salt leaching,374.02905034588775,0.682,19.05,500.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (15wt% HA),163.12313490469435,87.88946630225462,SLS,389.60607705305614,0.175,3.7,225.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA,PLGA,328.46403723712115,61.557065208453686,salt leaching,316.7331482711928,0.515,13.6,328.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (15wt% HA),232.51138977170444,76.8915174763815,salt leaching,286.97782015659936,0.353,12.31,919.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (15wt% HA),413.39958950399387,87.24837555736056,salt leaching,366.231604872797,0.212,2.93,290.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA,PLA,560.4645493901484,67.86966101127842,electrospinning,399.2277768868646,0.398,13.54,316.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (15wt% HA),249.73304012203238,39.98188720375351,SLS,108.68417481927042,0.916,43.72,6461.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (15wt% HA),365.58315907438003,38.73418774196391,SLA,269.778418574781,1.086,54.47,5571.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),348.8336261839755,70.98807479776283,SLA,274.94713919561593,0.494,14.47,1630.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),502.31653848757315,30.563845887292263,electrospinning,370.3628270796649,1.4,80.74,14397.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (20wt% HA),581.014536411721,47.94925494742633,salt leaching,307.0940537380387,0.965,47.83,6219.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (15wt% HA),290.68214882881455,36.399196045341654,SLS,207.68774727317376,1.025,41.66,7057.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (10wt% HA),532.5336988486331,30.485877945689413,FDM,333.4934847310234,1.057,46.67,5861.7,,,,"synthetic - Gibson-Ashby model, not experimental"
